CO_HK,CCO_NUMBER,CCO_ITEM,CCO_DATE,CSOLD_TO_PARTY,CCBF,CMATERIAL_NO,CSTATUS,CORDER_TYPE,IORDER_QTY,IDELIVERY_QTY,IBILLING_QTY,IPGI_QTY,IOPEN_DELIVERY_QTY,IBALANCE_QTY,IUNIT_PRICE,IAMOUNT,CSALES_UNIT,CSHIP_TO_PARTY,CLOCAL_CURRENCY,CREJECTION_REASON,CSALES_ORG,CDCHL,CDIVISION,CDELIVERY_CREATE_DATE,COVERALL_STATUS,CDELIVERY_STATUS,CBILLING_STATUS,CITEM_CATEGORY,CPLANT,CSALES_DISTRICT,CCUSTOMER_PO_NUMBER,CCUSTOMER_MATERIAL,CSHIPPING_POINT,CROUTE,CSALES_OFFICE,CORDER_REASON,CSHIPPING_CONDITION,CWBS_ELEMENT,CPRICE_LIST,INITIAL_REQUEST_DELIVERY_DATE,COrder_Downgraded_DATE,cOrder_delivery_block_in_header,LOADDATE
0x833EA8FFA626C9C116843671B7D80EEE6DB2BB76,2001176612,000070,20231219,0118006648,007,0092S47330WRE,A,ZSO,22.000,0,0,0,0,22,272.89,6003.58,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x85A47A9CE820083BA70A5FE84AC11B4C193888D9,2001176612,000080,20231219,0118006648,007,0092S47331WRE,A,ZSO,22.000,0,0,0,0,22,277.38,6102.36,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x11C0F2BBF6CC0C011F8D50D136F04E62A1A0B1D2,2001176612,000090,20231219,0118006648,007,0092S47332WRE,A,ZSO,44.000,0,0,0,0,44,309.46,13616.24,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x65168EFADF8F7AFB41E56E7986B73F862FAB535D,2001176612,000100,20231219,0118006648,007,0092S47333WRE,A,ZSO,22.000,0,0,0,0,22,307.86,6772.92,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xA02F706BD99BB4A14EA37A93C5CB0CC0CD930955,2001176612,000110,20231219,0118006648,007,0092S47320WRE,A,ZSO,18.000,0,0,0,0,18,170.25,3064.50,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xF5B8ADE76CEA52F4A568C1802B9926D6AC684D25,2001176612,000120,20231219,0118006648,007,0092S47334WRE,A,ZSO,10.000,0,0,0,0,10,367.59,3675.90,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xF70803178DDA8B715065B6B665BEB7CA66359600,2001176612,000130,20231219,0118006648,007,0092S47335WRE,A,ZSO,10.000,0,0,0,0,10,366.00,3660.00,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xCE30B967C158D96D9095B4C665F91A403FB6F4B9,2001176612,000140,20231219,0118006648,007,0092S47340WRE,A,ZSO,40.000,0,0,0,0,40,286.34,11453.60,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x59DDD36B44730E53C92FD1FA2507ECFCCAF6CA3D,2001176612,000150,20231219,0118006648,007,0092S47342WRE,A,ZSO,20.000,0,0,0,0,20,329.68,6593.60,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x41CF5B2D3374EB01A11E1F2C54D07565EE4454D7,2001176612,000160,20231219,0118006648,007,0092S47344WRE,A,ZSO,36.000,0,0,0,0,36,346.54,12475.44,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xECFB1ED3A2ED3BBB551704A48B40BA4B36618DF3,2001176612,000170,20231219,0118006648,007,0092S47345WRE,A,ZSO,15.000,0,0,0,0,15,460.68,6910.20,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x721CB1219A7654C3F132BF3A0CF03FB075B25C2D,2001176612,000180,20231219,0118006648,007,0092S47346WRE,A,ZSO,11.000,0,0,0,0,11,238.04,2618.44,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x3BD139DF5C7C51F300B181B69CA48BF6E31038D0,2001176612,000190,20231219,0118006648,007,0092S47347WRE,A,ZSO,24.000,0,0,0,0,24,279.64,6711.36,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x2E15CE14ABDCF76E559243D85E7B5AC6464BCB45,2001176612,000200,20231219,0118006648,007,0092S47349WRE,A,ZSO,10.000,0,0,0,0,10,274.76,2747.60,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xF16544EE235CFF0193F8671918C5BC8495041B2B,2001176612,000210,20231219,0118006648,007,0092S67911KZ8,A,ZSO,22.000,0,0,0,0,22,432.73,9520.06,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x77CCC83CB0E1CD7E03BFD34914DA568612B2BAFE,2001176612,000220,20231219,0118006648,007,0092S67912KZ8,A,ZSO,40.000,0,0,0,0,40,476.22,19048.80,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x6B2B1042011D791450FE6894F8835E22E845AC26,2001176612,000230,20231219,0118006648,007,0092S67905KZ8,A,ZSO,24.000,0,0,0,0,24,408.92,9814.08,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x11FF94D2C4E9D8CD8462CFAA3002F3062FD27D32,2001176612,000240,20231219,0118006648,007,0092S67913KZ8,A,ZSO,18.000,0,0,0,0,18,534.30,9617.40,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x83CF3695F394E5A0F5B0F9B418354A141FC05D5E,2001176612,000250,20231219,0118006648,007,0092S67907KZ8,A,ZSO,11.000,0,0,0,0,11,494.57,5440.27,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x0C9AFD2D8840C829DC4B145FDC01DBE83D9856DF,2001176612,000260,20231219,0118006648,007,0092S67909KZ8,A,ZSO,10.000,0,0,0,0,10,567.34,5673.40,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x9B944DFF7C83D1E10BE05EE3627C0694902DA400,2001176612,000270,20231219,0118006648,007,0092S67917KZ8,A,ZSO,18.000,0,0,0,0,18,525.02,9450.36,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x35AD80D3101B86A3D3C33B9C6838B03E9385E554,2001176612,000280,20231219,0118006648,007,0092S67918KZ8,A,ZSO,11.000,0,0,0,0,11,641.58,7057.38,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xEA0B2E3E78C1D1DF17396E0CD37295CC14FD5AE8,2001176612,000290,20231219,0118006648,007,0092S67919KZ8,A,ZSO,20.000,0,0,0,0,20,724.67,14493.40,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x84B52432D46B50F034C0630A0220AD34D4AA1A1C,2001176612,000300,20231219,0118006648,007,0092S67920KZ8,A,ZSO,18.000,0,0,0,0,18,826.13,14870.34,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x0C758361994E0CF4B38CD7A41D3194CB12987074,2001176612,000310,20231219,0118006648,007,0092S67921KZ8,A,ZSO,15.000,0,0,0,0,15,983.33,14749.95,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x3F4E23298BFA7D1F648F0AEA929757B2FD156808,2001176612,000320,20231219,0118006648,007,0092S67922KZ8,A,ZSO,14.000,0,0,0,0,14,1174.42,16441.88,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x6AB31C724B5DD1644E6F3B9B38EF0291C544B532,2001176775,000010,20231220,0118004312,011,3397016906BXF,B,ZSO,400.000,105,0,0,105,295,35.87,14348.00,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,B,B," ",ZSO,66A1,KAM3,273130851,WP-BOSCH-U|9,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x46878E1202D0BAEC93D73907039CA420E4404AE7,2001176775,000050,20231220,0118004312,011,3397016900BXF,A,ZSO,30.000,0,0,0,0,30,35.87,1076.10,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,WP-BOSCH-U|3,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x13EB9B0C2EDACD717B34F3ED0F202981093B3EE7,2001176775,000060,20231220,0118004312,011,3397016323HTD,A,ZSO,25.000,0,0,0,0,25,22.25,556.25,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,WP-BOSCH-U|15,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x16E572E058966B3351044B66A676E1C80E7C541D,2001176775,000120,20231220,0118004312,008,0986AF3435KZ7,A,ZSO,12.000,0,0,0,0,12,14.71,176.52,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,FI-BO-AIR|198,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xFFC0B8B7D61D53B8BA90EAE7BA137E78EC906FEC,2001176775,000160,20231220,0118004312,001,0986T10060KZ7,A,ZSO,10.000,0,0,0,0,10,7.50,75.00,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,BR-BS-BJX|61,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xF341D0701186794ACA4C08D363ACB9A295EBCB93,2001176775,000190,20231220,0118004312,001,0986T148567CE,A,ZSO,10.000,0,0,0,0,10,52.21,522.10,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,BR-BOSCH-SPECR|39,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x9FEB80D9238DEE7C07938D01C759641E972B752A,2001176775,000250,20231220,0118004312,001,0986AB5984HDU,A,ZSO,6.000,0,0,0,0,6,89.00,534.00,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,BD-BO-Common|181,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x70554387978E60C295227E768C3E4C028E226016,2001176775,000330,20231220,0118004312,011,3397016908BXF,A,ZSO,5.000,0,0,0,0,5,35.87,179.35,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,WP-BOSCH-U|11,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x106DFB27F7049294C476A0BD892C82FBEC1BEDCF,2001176775,000340,20231220,0118004312,011,3397016321HTD,A,ZSO,5.000,0,0,0,0,5,22.25,111.25,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,WP-BOSCH-U|13,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x80D008166596DEFC31F512A03FB859B439B817D0,2001176775,000350,20231220,0118004312,011,3397110006HR1,A,ZSO,5.000,0,0,0,0,5,152.00,760.00,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,WP-BO-SHENYITZ|17,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x16979B7B9B4CD13A147F749EB2CD650D6B1F596B,2001176775,000410,20231220,0118004312,001,0986T148517CE,A,ZSO,4.000,0,0,0,0,4,73.42,293.68,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,BR-BOSCH-SPECF|54,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x281D4BC6D1A78DE6A5396AA36C33632BA5D421F8,2001176775,000490,20231220,0118004312,001,0986T16882HDU,A,ZSO,2.000,0,0,0,0,2,169.00,338.00,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,BD-BO-BDT|47,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xED185438C891CE1D745167ED6B893DF30B223D91,2001176775,000510,20231220,0118004312,001,0986T16391HDU,A,ZSO,2.000,0,0,0,0,2,159.00,318.00,KAM3,0118403468,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130851,BD-BO-Common|367,66A1,WUURN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xEE524B0B5943FE9088763B624D7F13872F89E704,2001176739,000030,20231220,0118005947,008,0986AF3262HTD,A,ZSO,24.000,0,0,0,0,24,23.17,556.08,NULL,0118404249,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL," "," ",66A1,BEIRN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x74376BF822ECEA0BE80503D6281C389399F96E04,2001176835,000010,20231220,0118000652,001,0986AB8999KZ7,A,ZSO,12960.000,0,0,0,0,12960,25.12,325555.20,NULL,0118403147,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220160598322,016056,66A1,CANRN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0xED167F6FA2873FBBCA8395044B75CF62B8C9CFBE,2001176744,000010,20231220,0118004312,011,3397016323HTD,A,ZSO,5.000,0,0,0,0,5,22.25,111.25,KAM3,0118403887,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130741,WP-BOSCH-U|15,66A1,CGQRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x6B3185374BA170DAE58233C2FFE71CBEDE473C86,2001176778,000020,20231220,0118000652,007,0092S47367WRT,B,ZSO,22.000,15,0,0,15,7,264.63,5821.86,NULL,0118400810,CNY," ",CN20,G1,40,20231220,B,B," ",ZSO,66A1,NULL,PO231220120598225,8498660,66A1,CGODN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0xA52ED59890B8161D2D31DB594945E1132D987F66,2001176778,000030,20231220,0118000652,007,0092S47377WRT,A,ZSO,12.000,0,0,0,0,12,279.44,3353.28,NULL,0118400810,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220120598225,7688399,66A1,CGODN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x17928941595E31673666B81911E6DBD29D3973B8,2001176778,000080,20231220,0118000652,007,0092S47355WRT,A,ZSO,34.000,0,0,0,0,34,189.20,6432.80,NULL,0118400810,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220120598225,7688388,66A1,CGODN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x6D43CC330D6087E3A35FA3D818551007B973EB83,2001176778,000090,20231220,0118000652,007,0092S47350WRT,A,ZSO,18.000,0,0,0,0,18,166.15,2990.70,NULL,0118400810,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220120598225,7688385,66A1,CGODN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0xCD30F53FA4CA325207849C114C7FA52CD17E9186,2001176778,000100,20231220,0118000652,007,0092S67922KZ8,A,ZSO,14.000,0,0,0,0,14,1134.43,15882.02,NULL,0118400810,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220120598225,133551,66A1,CGODN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x1AC8660D72B6F02FCE631FC999EFFA5DA46878D2,2001176778,000110,20231220,0118000652,007,0092S67921KZ8,A,ZSO,15.000,0,0,0,0,15,949.85,14247.75,NULL,0118400810,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220120598225,133550,66A1,CGODN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x1E6A19638E14E518D6A75BEF1907E5C73960896B,2001176778,000140,20231220,0118000652,007,0092S67918KZ8,A,ZSO,11.000,0,0,0,0,11,619.74,6817.14,NULL,0118400810,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220120598225,133547,66A1,CGODN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x09825D98550A25D3C6D73BE0F7663189CB17E888,2001176778,000150,20231220,0118000652,007,0092S67913KZ8,A,ZSO,9.000,0,0,0,0,9,516.11,4644.99,NULL,0118400810,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220120598225,133546,66A1,CGODN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x83C4810CD842E27C0053910777320C4DDAC50E3D,2001176681,000100,20231219,0118005822,011,339701603LKZ7,A,ZSO,350.000,0,0,0,0,350,25.20,8820.00,NULL,0118404077,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,SHARN3,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xE5A5F4214C0135BFCA48DA237AAE7B9C1F741B73,2001176681,000110,20231219,0118005822,011,339701603MKZ7,A,ZSO,140.000,0,0,0,0,140,25.20,3528.00,NULL,0118404077,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,SHARN3,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xF51B9C24739E0A83498C3C58BA39E703B09B2ECD,2001176690,000010,20231219,0118000652,001,0986T18008KZ7,A,ZSO,12960.000,0,0,0,0,12960,30.00,388800.00,NULL,0118400141,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL,PO231218150596656,88495927,66A1,WUXRN3,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x379B3F8ABBC71B7B21574E1157779411A1812EE6,2001176772,000010,20231220,0118004312,001,0986T148567CE,A,ZSO,18.000,0,0,0,0,18,52.21,939.78,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130821,BR-BOSCH-SPECR|39,66A1,CTURN3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xC3E440247B0759E577380B2F0C5BA3C55DC929A5,2001176772,000030,20231220,0118004312,008,0986AF3435KZ7,A,ZSO,12.000,0,0,0,0,12,14.71,176.52,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130821,FI-BO-AIR|198,66A1,CTURN3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x76CA9973DEF4136A04A9DED08B7F91A433933E28,2001176772,000130,20231220,0118004312,011,3397016344HTD,A,ZSO,5.000,0,0,0,0,5,22.25,111.25,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130821,WP-BOSCH-SPEC|28,66A1,CTURN3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xF2E63AE6E77C5B6AEDA20884E0A26D93332F34E3,2001176772,000170,20231220,0118004312,011,3397016321HTD,A,ZSO,5.000,0,0,0,0,5,22.25,111.25,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130821,WP-BOSCH-U|13,66A1,CTURN3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x8EE77AB663AB9EAE5F1314CF344FB51EF31781DA,2001176772,000180,20231220,0118004312,011,3397016900BXF,A,ZSO,5.000,0,0,0,0,5,35.87,179.35,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130821,WP-BOSCH-U|3,66A1,CTURN3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x7CFC344D135000A906D0C50D1A8FB6093B665558,2001176772,000340,20231220,0118004312,001,0986T16830HDU,A,ZSO,2.000,0,0,0,0,2,206.00,412.00,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A5,KAM3,273130821,BD-BO-BDT|43,66A5,CTURC3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x9F4443203DE85EBE5C5F63610AF12387FD3E1285,2001176772,000350,20231220,0118004312,001,0986T16876HDU,B,ZSO,2.000,1,0,0,1,1,99.00,198.00,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,B,B," ",ZSO,66A5,KAM3,273130821,BD-BO-BDT|46,66A5,CTURC3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xD81F522D3BDED83424C197DE8EC92948987D73F5,2001176772,000360,20231220,0118004312,001,0986AB6709HDU,B,ZSO,2.000,1,0,0,1,1,130.00,260.00,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,B,B," ",ZSO,66A5,KAM3,273130821,BD-BO-Common|122,66A5,CTURC3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x14CAF1836AF9D3FC0E7C2EA65FBC5088923104C0,2001176772,000390,20231220,0118004312,001,0986T16824HDU,A,ZSO,2.000,0,0,0,0,2,111.51,223.02,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A5,KAM3,273130821,BD-BO-Common|358,66A5,CTURC3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x7B7FAC19E523115F38390D60699C44D19E0DA249,2001176772,000440,20231220,0118004312,001,0986T148577CE,A,ZSO,2.000,0,0,0,0,2,53.10,106.20,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130821,BR-BOSCH-SPECR|42,66A1,CTURN3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xEF2279D487200D5EC3B7E3479975ABEAAB5A3F56,2001176772,000460,20231220,0118004312,001,0986AB5815HDU,B,ZSO,2.000,1,0,0,1,1,136.00,272.00,KAM3,0118403450,CNY," ",CN20,G1,40,20231220,B,B," ",ZSO,66A5,KAM3,273130821,BD-BO-Common|147,66A5,CTURC3,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xDE6EE110B57E14A23760C1BFCACCA69994E1E8C5,2001176773,000030,20231220,0118004312,008,0986AF0537KZ7,A,ZSO,12.000,0,0,0,0,12,13.50,162.00,KAM3,0118403448,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130844,FI-BOSCH-OIL|8,66A1,XMNRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x14FFBB7EA8CC122BE3A6E81507A5E1CF64883E9C,2001176773,000090,20231220,0118004312,001,0986T148567CE,A,ZSO,8.000,0,0,0,0,8,52.21,417.68,KAM3,0118403448,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130844,BR-BOSCH-SPECR|39,66A1,XMNRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xEFEE6CC5260F0C033A6B1098BF4C07D16D41BA5A,2001176773,000170,20231220,0118004312,001,0986T148657CE,A,ZSO,6.000,0,0,0,0,6,76.17,457.02,KAM3,0118403448,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130844,BR-BOSCH-SPECF|5,66A1,XMNRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
