pk_order_no,pk_order_item_no,order_type,order_type_gen_descr,order_category,sales_org,distr_channel,sold_to_party,ship_to_party,payer,material_no,storage_location,delivery_plant_code,order_doc_date,order_doc_time,order_doc_datetime,item_create_date,item_create_time,item_create_datetime,item_update_date,initial_req_del_date,cust_req_del_date,sys_cfm_del_date,cfm_material_avail_date,cfm_goods_issue_date,tgt_material_avail_date,tgt_goods_issue_date,tgt_del_date,planned_material_avail_date,planned_goods_issue_date,planned_del_date,downgrade_date,downgrade_time,pricing_date,overall_item_status,item_del_status,item_related_bill_status,overall_item_delivery_status,item_packing_status,item_goods_mvmt_status,item_del_related_bill_status,item_reject_status,item_type,item_category,sales_distr,document_currency,local_currency,product_attribute,material_entered,order_material_descr,cust_material_no,target_quantity,material_sold_sales_unit,base_unit_meas,cond_ref_unit_meas,parent_doc_no,parent_doc_item_no,price_list,price_group,cust_pricing_group,cond_pricing_unit,pricing_cond_subtotal_1,pricing_cond_subtotal_2,pricing_cond_subtotal_3,pricing_cond_subtotal_4,pricing_cond_subtotal_5,pricing_cond_subtotal_6,reject_reason,cust_po_item_no,shipping_point,del_route,wbs_element,incoterm,incoterm2,payment_term,cust_vendor_contact,item_create_by,is_bill_block_order_item,del_block_schedule_line,del_block_order,exchange_rate,net_value,net_price,item_qty,item_del_qty,item_bill_qty,item_goods_issue_qty,daily_exchange_rate,net_value_lc,net_value_gc,is_open_order,open_del_qty,order_qty_wo_del,open_order_qty,goods_issued_value,order_value_wo_del,order_value_wo_del_lc,order_value_wo_del_gc,billing_value,open_order_value,open_order_value_lc,open_order_value_gc,backorder_value_tgid,backorder_value_tgid_lc,backorder_value_tgid_gc,backorder_value_tmad,backorder_value_tmad_lc,backorder_value_tmad_gc,open_order_val_credit_blocked,open_order_val_credit_blocked_lc,open_order_val_credit_blocked_gc,open_order_val_del_header_blocked,open_order_val_del_header_blocked_lc,open_order_val_del_header_blocked_gc,open_order_val_del_item_blocked,open_order_val_del_item_blocked_lc,open_order_val_del_item_blocked_gc,open_order_val_bill_blocked,open_order_val_bill_blocked_lc,open_order_val_bill_blocked_gc,open_order_val_blocked,open_order_val_blocked_lc,open_order_val_blocked_gc,open_order_val_unblocked,open_order_val_unblocked_lc,open_order_val_unblocked_gc,backorder_value_unblocked,backorder_value_unblocked_lc,backorder_value_unblocked_gc,open_order_block_ind,open_order_del_block_header_ind,open_order_del_block_item_ind,open_order_bill_block_ind,is_backorder,distr_channel_pl,etl_load_time,erdat_pmonth
2001176771,000330,ZSO,Standard,C,CN20,G1,0118004312,0118403455,0118004312,0986T11080HDU,,66A1,20231220,133141,2023-12-20 13:31:41,20231220,133159,2023-12-20 13:31:59,00000000,20231220,20231220,20231227,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231227,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T11080,前刹车片,BR-BO-BDTSCP|22,0,SET,SET,SET,,000000,,O4,QC,1,393.92,393.92,393.92,0.00,0.00,0.00,,000330,66A1,WUHRN4,00000000,DAP,Delivered At Place,R259,465898028,EDI/API,,"""""",,1.00000,393.92,98.48,4.00,4.00,0.00,0.00,-7.82310,393.92,50.35,Y,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,393.92,393.92,50.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,393.92,50.35,393.92,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176781,000010,ZSO,Standard,C,CN20,G1,0118006595,0118404711,0118006595,3397007297KC0,,66A1,20231220,133713,2023-12-20 13:37:13,20231220,133713,2023-12-20 13:37:13,20231220,20231220,20231220,00000000,00000000,00000000,20231220,20231222,20231220,20231221,20231225,20231229,00000000,,20231220,C,C,,C,,,,A,,ZSO,SCN11,CNY,CNY,,3397007297,刮片套装,,0,SET,SET,SET,,000000,,G3,CJ,1,1748.20,1748.20,1748.20,0.00,0.00,0.00,,000010,66A1,BEIRN4,00000000,DAP,Delivered at plcae,D554,,BCP,,"""""",,1.00000,1748.20,87.41,20.00,20.00,0.00,0.00,-7.82310,1748.20,223.47,Y,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,1748.20,1748.20,223.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1748.20,223.47,1748.20,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176737,000010,ZSO,Standard,C,CN20,G1,0118000652,0118402417,0118000652,0092S47375WRT,,66A1,20231220,130125,2023-12-20 13:01:25,20231220,130125,2023-12-20 13:01:25,00000000,20231220,20231225,20231228,20231220,20231222,20231220,20231222,20231225,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KZCOM,CNY,CNY,,0092S47375,蓄电池_MF_20-100,8498663,0,EA,EA,EA,,000000,,G1,CJ,1,6796.35,6796.35,6796.35,0.00,0.00,0.00,,000001,66A1,CTUDN4,00000000,DAP,Delivered At Place,D118,,EDI/API,,"""""",,1.00000,6796.35,453.09,15.00,15.00,0.00,0.00,-7.82310,6796.35,868.75,Y,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,6796.35,6796.35,868.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6796.35,868.75,6796.35,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176777,000720,ZSO,Standard,C,CN20,G1,0118004312,0118403460,0118004312,0986T149247CE,,66A1,20231220,133159,2023-12-20 13:31:59,20231220,133227,2023-12-20 13:32:27,00000000,20231220,20231220,20231228,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14924,后刹车片,BR-BOSCH-SPECR|27,0,SET,SET,SET,,000000,,O4,QC,1,130.36,130.36,130.36,0.00,0.00,0.00,,000720,66A1,DNGRN4,00000000,DAP,Delivered At Place,R259,465898321,EDI/API,,"""""",,1.00000,130.36,65.18,2.00,2.00,0.00,0.00,-7.82310,130.36,16.66,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,130.36,130.36,16.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.36,16.66,130.36,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176595,000290,ZSO,Standard,C,CN20,G1,0118005018,0118403718,0118005018,0241135520EFU,,66A1,20231219,105314,2023-12-19 10:53:14,20231219,105314,2023-12-19 10:53:14,20231220,20231219,20231219,20240524,20240514,20240516,20231219,20231221,20231219,20240514,20240516,20240524,00000000,,20231219,A,A,,A,,,,A,,ZSO,SCN12,CNY,CNY,,0241135520,火花塞,,0,EA,EA,EA,,000000,,W1,P1,1,1934.00,1934.00,1934.00,0.00,0.00,0.00,,000290,66A1,KMGRN4,00000000,DAP,Delivered At Place,D495,,BCP,,"""""",,1.00000,1934.00,19.34,100.00,0.00,0.00,0.00,-7.78930,1934.00,248.29,Y,0.00,100.00,100.00,0.00,1934.00,1934.00,248.29,0.00,1934.00,1934.00,248.29,0.00,0.00,0.00,1934.00,1934.00,248.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1934.00,248.29,1934.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176670,000300,ZSO,Standard,C,CN20,G1,0118006073,0118404428,0118006073,0986AB1654HDU,,66A1,20231219,145223,2023-12-19 14:52:23,20231219,145223,2023-12-19 14:52:23,00000000,20231219,20231219,20231222,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231222,00000000,,20231219,C,C,,C,,,,A,,ZSO,SCN13,CNY,CNY,,0986AB1654,后刹车片,,0,SET,SET,SET,,000000,,G2,CJ,1,320.00,320.00,320.00,0.00,0.00,0.00,,000300,66A1,SHARN3,00000000,DAP,Delivered at Place,D118,,BCP,,"""""",,1.00000,320.00,160.00,2.00,2.00,0.00,0.00,-7.78930,320.00,41.08,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,320.00,320.00,41.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,41.08,320.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176775,000220,ZSO,Standard,C,CN20,G1,0118004312,0118403468,0118004312,0986T149557CE,,66A1,20231220,133157,2023-12-20 13:31:57,20231220,133208,2023-12-20 13:32:08,00000000,20231220,20231220,20231226,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231226,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14955,前制动片,BR-BOSCH-SPECF|58,0,SET,SET,SET,,000000,,O4,QC,1,613.92,613.92,613.92,0.00,0.00,0.00,,000220,66A1,WUURN4,00000000,DAP,Delivered At Place,R259,465898178,EDI/API,,"""""",,1.00000,613.92,76.74,8.00,8.00,0.00,0.00,-7.82310,613.92,78.48,Y,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,613.92,613.92,78.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,613.92,78.48,613.92,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176772,000480,ZSO,Standard,C,CN20,G1,0118004312,0118403450,0118004312,0986T11194HDU,,66A1,20231220,133150,2023-12-20 13:31:50,20231220,133203,2023-12-20 13:32:03,00000000,20231220,20231220,20231228,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T11194,后刹车片,BR-BO-BDTSCP|94,0,SET,SET,SET,,000000,,O4,QC,1,246.40,246.40,246.40,0.00,0.00,0.00,,000480,66A1,CTURN3,00000000,DAP,Delivered At Place,R259,465897823,EDI/API,,"""""",,1.00000,246.40,123.20,2.00,2.00,0.00,0.00,-7.82310,246.40,31.50,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,246.40,246.40,31.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246.40,31.50,246.40,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176663,000310,ZSO,Standard,C,CN20,G1,0118005822,0118404109,0118005822,0986AF2862KZ7,,66A1,20231219,143115,2023-12-19 14:31:15,20231219,143115,2023-12-19 14:31:15,00000000,20231219,20231219,20231222,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231222,00000000,,20231219,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986AF2862,空气滤清器,,0,EA,EA,EA,,000000,,O1,TM,1,371.04,371.04,371.04,0.00,0.00,0.00,,000310,66A1,SHARN3,00000000,DAP,Delivered at Place,D495,,BCP,,"""""",,1.00000,371.04,15.46,24.00,24.00,0.00,0.00,-7.78930,371.04,47.63,Y,24.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,371.04,371.04,47.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,371.04,47.63,371.04,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176777,000500,ZSO,Standard,C,CN20,G1,0118004312,0118403460,0118004312,0986T16024HDU,,66A1,20231220,133159,2023-12-20 13:31:59,20231220,133227,2023-12-20 13:32:27,00000000,20231220,20231220,20231228,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,X,0986T16024,刹车前盘,BD-BO-BDT|110,0,EA,EA,EA,,000000,,O4,QC,1,236.00,236.00,236.00,0.00,0.00,0.00,,000500,66A1,DNGRN4,00000000,DAP,Delivered At Place,R259,465898298,EDI/API,,"""""",,1.00000,236.00,118.00,2.00,2.00,0.00,0.00,-7.82310,236.00,30.17,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,236.00,236.00,30.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.00,30.17,236.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176759,000210,ZSO,Standard,C,CN20,G1,0118004312,0118403461,0118004312,0986T149277CE,,66A1,20231220,133118,2023-12-20 13:31:18,20231220,133126,2023-12-20 13:31:26,00000000,20231220,20231220,20240102,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20240102,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14927,前刹车片,BR-BOSCH-SPECF|40,0,SET,SET,SET,,000000,,O4,QC,1,204.24,204.24,204.24,0.00,0.00,0.00,,000210,66A1,KMGRN4,00000000,DAP,Delivered At Place,R259,465898349,EDI/API,,"""""",,1.00000,204.24,102.12,2.00,2.00,0.00,0.00,-7.82310,204.24,26.11,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,204.24,204.24,26.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204.24,26.11,204.24,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176800,000130,ZSO,Standard,C,CN20,G1,0118000411,0118402883,0118000411,0986AB1327HDU,,66A1,20231220,150639,2023-12-20 15:06:39,20231220,150639,2023-12-20 15:06:39,00000000,20231220,20231220,20231227,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231227,00000000,,20231220,C,C,,C,,,,A,,ZSO,SCN12,CNY,CNY,,0986AB1327,前刹车片,,0,EA,EA,EA,,000000,,G2,B5,1,3525.90,3525.90,3525.90,0.00,0.00,0.00,,000130,66A1,SZXRN4,00000000,DAP,Delivered At Place,D780,,BCP,,"""""",,1.00000,3525.90,100.74,35.00,35.00,0.00,0.00,-7.82310,3525.90,450.70,Y,35.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,3525.90,3525.90,450.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3525.90,450.70,3525.90,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176709,000420,ZSO,Standard,C,CN20,G1,0118000411,0118402883,0118000411,0986AF4886KZ8,,66A1,20231219,190714,2023-12-19 19:07:14,20231219,190714,2023-12-19 19:07:14,00000000,20231219,20231219,20231226,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231226,00000000,,20231219,C,C,,C,,,,A,,ZSO,SCN12,CNY,CNY,,0986AF4886,活性炭空调滤清器,,0,EA,EA,EA,,000000,,G2,B5,1,639.20,639.20,639.20,0.00,0.00,0.00,,000420,66A1,SZXRN4,00000000,DAP,Delivered At Place,D780,,BCP,,"""""",,1.00000,639.20,39.95,16.00,16.00,0.00,0.00,-7.78930,639.20,82.06,Y,16.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,639.20,639.20,82.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,639.20,82.06,639.20,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176776,000710,ZSO,Standard,C,CN20,G1,0118004312,0118403467,0118004312,0986T148927CE,,66A1,20231220,133202,2023-12-20 13:32:02,20231220,133212,2023-12-20 13:32:12,00000000,20231220,20231220,20231228,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,X,0986T14892,后刹车片,BR-BOSCH-SPECR|11,0,SET,SET,SET,,000000,,O4,QC,1,166.82,166.82,166.82,0.00,0.00,0.00,,000710,66A1,TJJRN4,00000000,DAP,Delivered At Place,R259,465897573,EDI/API,,"""""",,1.00000,166.82,83.41,2.00,2.00,0.00,0.00,-7.82310,166.82,21.32,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,166.82,166.82,21.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.82,21.32,166.82,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176766,000080,ZSO,Standard,C,CN20,G1,0118004312,0118403465,0118004312,0986T16003HDU,,66A1,20231220,133135,2023-12-20 13:31:35,20231220,133135,2023-12-20 13:31:35,00000000,20231220,20231220,20231229,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231229,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T16003,刹车前盘,BD-BO-BDT|5,0,EA,EA,EA,,000000,,O4,QC,1,960.00,960.00,960.00,0.00,0.00,0.00,,000080,66A1,KWERN4,00000000,DAP,Delivered At Place,R259,465898460,EDI/API,,"""""",,1.00000,960.00,160.00,6.00,6.00,0.00,0.00,-7.82310,960.00,122.71,Y,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,960.00,960.00,122.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,960.00,122.71,960.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176800,000480,ZSO,Standard,C,CN20,G1,0118000411,0118402883,0118000411,0986AB9447HDU,,66A1,20231220,150639,2023-12-20 15:06:39,20231220,150639,2023-12-20 15:06:39,00000000,20231220,20231220,20231227,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231227,00000000,,20231220,C,C,,C,,,,A,,ZSO,SCN12,CNY,CNY,X,0986AB9447,后刹车片,,0,SET,SET,SET,,000000,,G2,B5,1,102.93,102.93,102.93,0.00,0.00,0.00,,000480,66A1,SZXRN4,00000000,DAP,Delivered At Place,D780,,BCP,,"""""",,1.00000,102.93,102.93,1.00,1.00,0.00,0.00,-7.82310,102.93,13.16,Y,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,102.93,102.93,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.93,13.16,102.93,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176659,000010,ZSO,Standard,C,CN20,G1,0118000432,0118400353,0118000432,0986AD10779PH,,66A1,20231219,141050,2023-12-19 14:10:50,20231219,141050,2023-12-19 14:10:50,00000000,20231219,20231219,20231228,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231228,00000000,,20231219,C,C,,C,,,,A,,ZSO,KAM2,CNY,CNY,,0986AD1077,喷油器,,0,EA,EA,EA,,000000,,S1,DU,1,17280.00,17280.00,13824.00,0.00,0.00,0.00,,000010,66A1,SHERN4,00000000,DAP,Delivered At Place,D495,,BCP,,"""""",,1.00000,13824.00,432.00,32.00,32.00,0.00,0.00,-7.78930,13824.00,1774.74,Y,32.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,13824.00,13824.00,1774.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13824.00,1774.74,13824.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176727,000140,ZSO,Standard,C,CN20,G1,0118000652,0118402397,0118000652,0092S47365WRT,,66A1,20231220,111751,2023-12-20 11:17:51,20231220,111751,2023-12-20 11:17:51,00000000,20231220,20231220,20240202,20240118,20240122,20231220,20231222,20231220,20240118,20240122,20240202,00000000,,20231220,A,A,,A,,,,A,,ZSO,KZCOM,CNY,CNY,,0092S47365,蓄电池_MF_95D31R,8498658,0,EA,EA,EA,,000000,,G1,CJ,1,7185.60,7185.60,7185.60,0.00,0.00,0.00,,000014,66A1,WULDN4,00000000,DAP,Delivered At Place,D118,,EDI/API,,"""""",,1.00000,7185.60,359.28,20.00,0.00,0.00,0.00,-7.82310,7185.60,918.51,Y,0.00,20.00,20.00,0.00,7185.60,7185.60,918.51,0.00,7185.60,7185.60,918.51,0.00,0.00,0.00,7185.60,7185.60,918.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7185.60,918.51,7185.60,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176765,000020,ZSO,Standard,C,CN20,G1,0118004312,0118403470,0118004312,0986T148937CE,,66A1,20231220,133124,2023-12-20 13:31:24,20231220,133124,2023-12-20 13:31:24,00000000,20231220,20231220,20231228,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14893,后刹车片,BR-BOSCH-SPECR|12,0,SET,SET,SET,,000000,,O4,QC,1,1514.88,1514.88,1514.88,0.00,0.00,0.00,,000020,66A1,FOSRN4,00000000,DAP,Delivered At Place,R259,465897305,EDI/API,,"""""",,1.00000,1514.88,63.12,24.00,24.00,0.00,0.00,-7.82310,1514.88,193.64,Y,24.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,1514.88,1514.88,193.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1514.88,193.64,1514.88,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176774,000220,ZSO,Standard,C,CN20,G1,0118004312,0118403449,0118004312,3397007297KC0,,66A1,20231220,133154,2023-12-20 13:31:54,20231220,133203,2023-12-20 13:32:03,00000000,20231220,20231220,20231225,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231225,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,3397007297,刮片套装,WP-BO-3397007297-T|,0,SET,SET,SET,,000000,,O4,QC,1,432.70,432.70,432.70,0.00,0.00,0.00,,000220,66A1,SHARN3,00000000,DAP,Delivered At Place,R259,465897880,EDI/API,,"""""",,1.00000,432.70,86.54,5.00,5.00,0.00,0.00,-7.82310,432.70,55.31,Y,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,432.70,432.70,55.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.70,55.31,432.70,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176741,000090,ZSO,Standard,C,CN20,G1,0118000652,0118400907,0118000652,0092S67911KZ8,,66A1,20231220,132636,2023-12-20 13:26:36,20231220,132636,2023-12-20 13:26:36,00000000,20231220,20231228,20231228,20231220,20231222,20231220,20231222,20231228,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KZCOM,CNY,CNY,,0092S67911,蓄电池_EFB_DIN LN2,133544,0,EA,EA,EA,,000000,,G1,CJ,1,9196.00,9196.00,9196.00,0.00,0.00,0.00,,000009,66A1,XICDN4,00000000,DAP,Delivered At Place,D118,,EDI/API,,"""""",,1.00000,9196.00,418.00,22.00,22.00,0.00,0.00,-7.82310,9196.00,1175.49,Y,22.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,9196.00,9196.00,1175.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9196.00,1175.49,9196.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176769,000250,ZSO,Standard,C,CN20,G1,0118004312,0118403469,0118004312,3397016904BXF,,66A1,20231220,133135,2023-12-20 13:31:35,20231220,133149,2023-12-20 13:31:49,00000000,20231220,20231220,20231226,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231226,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,3397016904,雨刮片,WP-BOSCH-U|7,0,EA,EA,EA,,000000,,O4,QC,1,179.35,179.35,179.35,0.00,0.00,0.00,,000250,66A1,TAORN4,00000000,DAP,Delivered At Place,R259,465897469,EDI/API,,"""""",,1.00000,179.35,35.87,5.00,5.00,0.00,0.00,-7.82310,179.35,22.93,Y,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,179.35,179.35,22.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179.35,22.93,179.35,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176752,000110,ZSO,Standard,C,CN20,G1,0118004312,0118403886,0118004312,0986T148657CE,,66A1,20231220,133115,2023-12-20 13:31:15,20231220,133115,2023-12-20 13:31:15,00000000,20231220,20231220,20240119,20240110,20240112,20231220,20231222,20231220,20240110,20240112,20240119,00000000,,20231220,A,A,,A,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14865,前刹车片,BR-BOSCH-SPECF|5,0,SET,SET,SET,,000000,,O4,QC,1,152.34,152.34,152.34,0.00,0.00,0.00,,000110,66A1,HUHRN4,00000000,DAP,Delivered At Place,R259,465897853,EDI/API,,"""""",,1.00000,152.34,76.17,2.00,0.00,0.00,0.00,-7.82310,152.34,19.47,Y,0.00,2.00,2.00,0.00,152.34,152.34,19.47,0.00,152.34,152.34,19.47,0.00,0.00,0.00,152.34,152.34,19.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.34,19.47,152.34,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176769,000390,ZSO,Standard,C,CN20,G1,0118004312,0118403469,0118004312,0986AB6649HDU,,66A1,20231220,133135,2023-12-20 13:31:35,20231220,133149,2023-12-20 13:31:49,00000000,20231220,20231220,20231226,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231226,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986AB6649,刹车后盘,BD-BO-Common|113,0,EA,EA,EA,,000000,,O4,QC,1,220.00,220.00,220.00,0.00,0.00,0.00,,000390,66A1,TAORN4,00000000,DAP,Delivered At Place,R259,465897483,EDI/API,,"""""",,1.00000,220.00,110.00,2.00,2.00,0.00,0.00,-7.82310,220.00,28.12,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,220.00,220.00,28.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,28.12,220.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
